time,x,y,yaw,speed,acceleration,steer,beta,yaw_rate,target_index,lateral_error,heading_error,curvature,normal_accel,target_speed
0.0,0.0,0.0,-0.15095770336235736,0.0,2.0,-1.2594370792551812e-17,-6.297185396275905e-18,-0.0,0,0.0,0.0,-4.7734091040694085e-18,-0.0,4.0
0.1,0.0,0.0,-0.15095770336235736,0.2,2.0,-1.1896926682831151e-17,-5.9484633414155754e-18,-9.51754134626492e-19,0,0.0,0.0,-4.7734091040694085e-18,-1.9093636416277638e-19,4.0
0.2,0.019772550142154302,-0.003007700263655614,-0.15095770336235736,0.4,2.0,-1.2421213631068554e-17,-6.210606815534278e-18,-1.9873941809709688e-18,0,4.336808689942018e-19,0.0,-4.7734091040694085e-18,-7.637454566511055e-19,4.0
0.30000000000000004,0.059317650426462906,-0.009023100790966843,-0.15095770336235736,0.6000000000000001,2.0,-1.1901155131783524e-17,-5.950577565891762e-18,-2.856277231628046e-18,0,0.0,0.0,-4.7734091040694085e-18,-1.7184272774649875e-18,4.0
0.4,0.11863530085292581,-0.018046201581933687,-0.15095770336235736,0.8,2.0,-1.1936379551126406e-17,-5.968189775563202e-18,-3.8196414563604495e-18,0,0.0,0.0,-4.7734091040694085e-18,-3.054981826604422e-18,4.0
0.5,0.19772550142154302,-0.030077002636556143,-0.15095770336235736,1.0,2.0,-1.568191382577204e-17,-7.84095691288602e-18,-6.2727655303088165e-18,0,3.469446951953614e-18,0.0,-4.7734091040694085e-18,-4.7734091040694085e-18,4.0
0.6,0.29658825213231454,-0.04511550395483421,-0.15095770336235736,1.2,2.0,0.00988170362801246,0.004940972433107505,0.004743314235808263,1,4.17648889572686e-05,-0.0007314171249008516,0.002733136456705395,0.003935716497655769,4.0
0.7,0.4153112702757491,-0.06257531388832739,-0.15048337193877653,1.4,2.0,0.006572266700112096,0.0032861688363167428,0.0036805024724332665,1,0.0005469100340470302,-0.00025708570132002007,0.002733136456705395,0.005356947455142574,4.0
0.7999999999999999,0.5537973156509655,-0.08310858533574901,-0.15011532169153322,1.5999999999999999,2.0,0.005540877875448382,0.002770460201925777,0.0035461845220340934,1,0.0009709810244462867,0.00011096454592329774,0.002733136456705395,0.0069968293291658105,4.0
0.8999999999999999,0.7120636150289964,-0.10659855087815635,-0.1497607032393298,1.7999999999999998,2.0,0.004204419832932434,0.0021022192067752465,0.003027193428062973,1,0.0014320083461466203,0.00046558299812671233,0.002733136456705395,0.008855362119725478,4.0
0.9999999999999999,0.8901049052174506,-0.13308060117700304,-0.1494579838965235,1.9999999999999998,2.0,0.01849113037778001,0.00924635557176088,0.014793958110914716,2,0.0017470625098851035,-0.0014294747449078715,0.005486036819425604,0.021944147277702414,4.0
1.0999999999999999,1.0881421937700697,-0.16103113503105837,-0.14797858808543204,2.1999999999999997,1.9800000000000004,0.009206139953794318,0.004603167509975927,0.008101546206672416,2,0.003310422753978993,4.992106618359471e-05,0.005486036819425604,0.026552418206019918,4.0
1.2,1.3058848484417866,-0.19246577096840378,-0.1471684334647648,2.3979999999999997,1.7622000000000004,0.008043267824418878,0.004021698957315668,0.007715206481969823,2,0.004334098546750868,0.0008600756868508419,0.005486036819425604,0.031546928070572265,4.0
1.3,1.5432321714707684,-0.22667524700905983,-0.1463969128165678,2.5742199999999995,1.5683580000000006,0.026218739889354095,0.013111623250282258,0.02700098858284175,3,0.004755670952057891,-0.002043112914925288,0.008278515420517581,0.05485848155037393,4.0
1.4000000000000001,1.7983710076533157,-0.2608843153304162,-0.14369681395828363,2.7310557999999996,1.3958386200000006,0.009997990053778353,0.00499911995465326,0.010922254944131696,3,0.007604890841540906,0.0006569859433588898,0.008278515420517581,0.06174667969868168,4.0
1.5000000000000002,2.0688539231682737,-0.29864209918572937,-0.14260458846387045,2.8706396619999994,1.2422963718000006,0.036878140701200185,0.01844534175397525,0.04235754171027451,4,0.008086066545039064,-0.0034200316317364587,0.011130473788906116,0.09172147142012471,4.0
1.6000000000000003,2.353708110351357,-0.33419224313395585,-0.138368834292843,2.9948692991799994,1.1056437709020006,0.011248038148145074,0.005624196965119644,0.013474916819596297,4,0.012399129371702212,0.0008157225392909917,0.011130473788906116,0.09983191431378445,4.0
1.7000000000000004,2.6505602622915525,-0.37383087429327133,-0.13702134261088336,3.1054336762701995,0.9840229561027807,0.0464555624378999,0.02324032006368493,0.05773182078483997,5,0.012569454385687462,-0.004525157760568416,0.014061909098136656,0.13560909035171623,4.0
1.8000000000000005,2.959095631616536,-0.4090886259604796,-0.13124816053239938,3.2038359718804776,0.8757804309314746,0.04818172873059955,0.02410485409208588,0.06177641603493842,6,0.0180108202020799,-0.00699099828393282,0.017092877603776684,0.17545095208510705,4.0
1.9000000000000006,3.2776420354612883,-0.443349944451295,-0.12507051892890553,3.291414014973625,0.7794445835290125,0.02313937617609794,0.011571236987007783,0.030467905351864027,6,0.023493551244419715,-0.0008133566804389702,0.017092877603776684,0.18517408651566558,4.0
2.0000000000000004,3.6046656977471954,-0.4806271021321174,-0.12202372839371912,3.3693584733265265,0.693705679340821,0.06308768420335983,0.031575259918243066,0.08509655382881239,7,0.025385858307845045,-0.00759457268512867,0.02024339335601914,0.22981467213464468,4.0
2.1000000000000005,3.940224260894829,-0.5110608977558649,-0.11351407301083788,3.4387290412606086,0.6173980546133305,0.01468218834059895,0.007341489815398749,0.020196133966227204,7,0.03346503707498429,0.0009150826977525756,0.02024339335601914,0.23937524011589123,4.0
2.2000000000000006,4.282160811182846,-0.5475022172876942,-0.11149445961421516,3.5004688467219416,0.5494842686058643,0.07511216464605204,0.03760912844054042,0.10529483954973819,8,0.03258816250001072,-0.00852725243125542,0.023533238496607288,0.28835941112853164,4.0
2.3000000000000007,4.6312526700829855,-0.5733420222086609,-0.10096497565924134,3.555417273582528,0.4890409990592192,0.06633135924419911,0.03320220077959375,0.09442079227802337,9,0.04075803967909984,-0.011144952060901533,0.02698165666943485,0.3410749058160725,4.0
2.400000000000001,4.9859784226206045,-0.5974160825124399,-0.091522896431439,3.60432137348845,0.435246489162705,0.0328520952262475,0.016430480803876074,0.047374454903182525,9,0.048599676098159524,-0.001702872833099195,0.02698165666943485,0.35052227857238716,4.0
2.500000000000001,5.345394822262582,-0.6244563728632306,-0.08678545094112075,3.6478460224047207,0.3873693753548073,0.09114210885075186,0.045665889628064074,0.1332193937722813,10,0.04868676546426026,-0.011855042343496505,0.03060689581669558,0.4072792475769704,4.0
2.600000000000001,5.709871075708913,-0.6394519290538516,-0.07346351156389262,3.6865829599402016,0.3447587440657783,0.0856011059730167,0.042879102601085746,0.12642314624408563,11,0.057663832398979306,-0.015227626817334708,0.03442556151705509,0.4678741547326814,4.0
