s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lon_deg,lat_deg
32.800000000000004,724.4072492699322,-337.3374637354824,-3.0952359346957388,2.226685694731916e-11,3.0,118.82216415225837,31.885469646004204
33.0,724.2074641254618,-337.3467317590517,-3.0952359346957867,2.221778240481539e-11,3.0,118.82216203855262,31.88546956274813
33.2,724.0076789809914,-337.3559997826209,-3.0952359346957548,1.5160628582743872e-11,3.0,118.82215992484687,31.88546947949206
33.4,723.8078938378642,-337.3652678061902,-3.095235934695573,-2.0502190435750324e-11,3.0,118.82215781114114,31.885469396235987
33.6,723.6081086933938,-337.3745358297595,-3.0952359346956304,-1.6777173345193296e-11,3.0,118.82215569743539,31.885469312979914
33.800000000000004,723.4083235489234,-337.3838038529333,-3.095235934696129,5.2720282938758055e-12,3.0,118.82215358372964,31.885469229723846
34.0,723.2085384057962,-337.39307187689803,-3.0952359346961487,3.998697916328788e-12,3.0,118.82215147002391,31.88546914646777
34.2,723.0087532613258,-337.40233990046727,-3.095235934696173,-3.6206228261269185e-12,3.0,118.82214935631816,31.885469063211698
34.4,722.8089681168553,-337.41160792403656,-3.0952359346960545,-6.0863879325822185e-12,3.0,118.82214724261242,31.885468979955625
34.6,722.6091829737281,-337.42087594721033,-3.0952359346960074,-2.5605693114037973e-12,3.0,118.82214512890668,31.885468896699557
34.800000000000004,722.4093978292577,-337.4301439707796,-3.09523593469573,2.045676516008819e-11,3.0,118.82214301520094,31.885468813443484
35.0,722.2096126861305,-337.4394119943489,-3.095235934695748,1.542879255974757e-11,3.0,118.8221409014952,31.885468730187412
35.2,722.0098275430033,-337.44868001791815,-3.09523593469557,-2.05637898603761e-11,3.0,118.82213878778947,31.88546864693134
35.4,721.8100423985329,-337.45794804148744,-3.095235934695553,-2.0196532989728628e-11,3.0,118.82213667408372,31.885468563675268
35.6,721.6102572540625,-337.46721606505673,-3.095235934695642,-1.4760313422592664e-11,3.0,118.82213456037798,31.885468480419195
35.800000000000004,721.4104721109352,-337.47648408862597,-3.0952359346961402,1.90702804439694e-12,3.0,118.82213244667224,31.885468397163123
36.0,721.2106869664648,-337.48575211219526,-3.0952359346961895,-3.100414246379634e-12,3.0,118.8221303329665,31.88546831390705
36.2,721.0109018219945,-337.49502013576455,-3.0952359346960625,-6.8270734483743416e-12,3.0,118.82212821926075,31.88546823065098
36.4,720.8111166788672,-337.5042881593338,-3.0952359346959852,-2.359080284397142e-12,3.0,118.82212610555501,31.885468147394906
36.6,720.6113315343968,-337.51355618250756,-3.095235934695752,2.1969356454499347e-11,3.0,118.82212399184927,31.885468064138838
36.800000000000004,720.4115463899263,-337.52282420607685,-3.095235934695795,2.1574138336503995e-11,3.0,118.82212187814352,31.885467980882765
37.0,720.2117612467991,-337.5320922300416,-3.095235934695733,1.3397054419569674e-11,3.0,118.82211976443779,31.88546789762669
37.2,720.0119761023287,-337.5413602532154,-3.095235934695549,-1.8944368121816565e-11,3.0,118.82211765073204,31.88546781437062
37.4,719.8121909578583,-337.55062827678466,-3.0952359346956424,-1.4314597459001987e-11,3.0,118.82211553702629,31.88546773111455
37.6,719.6124058147311,-337.55989630035396,-3.0952359346961327,4.929724128700672e-12,3.0,118.82211342332056,31.885467647858476
37.800000000000004,719.4126206702607,-337.5691643239232,-3.095235934696155,3.2503146408218377e-12,3.0,118.82211130961481,31.885467564602404
38.0,719.2128355257903,-337.5784323474925,-3.095235934696181,-5.042713728538652e-12,3.0,118.82210919590906,31.885467481346332
38.2,719.0130503826631,-337.58770037106177,-3.0952359346960585,-6.649416139857402e-12,3.0,118.82210708220333,31.88546739809026
38.400000000000006,718.8132652395359,-337.59696839423555,-3.0952359346960026,-1.521994702120196e-12,3.0,118.8221049684976,31.88546731483419
38.6,718.6134800950655,-337.6062364182003,-3.0952359346957476,2.042896398023901e-11,3.0,118.82210285479185,31.885467231578115
38.800000000000004,718.4136949519383,-337.6155044417696,-3.0952359346957525,1.440931996833351e-11,3.0,118.82210074108612,31.885467148322043
39.0,718.2139098074679,-337.6247724653388,-3.0952359346955545,-2.0324504451836995e-11,3.0,118.82209862738037,31.88546706506597
39.2,718.0141246629975,-337.6340404885126,-3.0952359346955167,-2.0358628521489934e-11,3.0,118.82209651367462,31.885466981809902
