index,s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lat_deg,lon_deg,elevation_m
0,0.0,0.0,0.0,0.48509992019109577,-6.395409228745181e-18,6.5,,,
1,0.5,0.49742243427314004,0.2619768695609513,0.48406263786309794,-0.0036942386733349306,6.5,,,
2,1.0,0.9947235803217255,0.5225719807876035,0.48094247234486937,-0.007432945443531869,6.5,,,
3,1.5,1.4917821499212018,0.7804035753456576,0.4757144372427607,-0.011261045692106975,6.5,,,
4,2.0,1.9884768548470144,1.0340898949008148,0.4683367950338863,-0.015224331567705363,6.5,,,
5,2.5,2.4846864068746086,1.2822491811187757,0.45875094963766944,-0.01936976804207808,6.5,,,
6,3.0,2.9802895177794304,1.5234996756652415,0.4468813654310039,-0.023745623764079064,6.5,,,
7,3.5,3.475164899336924,1.756459620205913,0.43263559078140895,-0.028401329586841384,6.5,,,
8,4.0,3.969191263322536,1.9797472564064913,0.4159044990000092,-0.03338693222601408,6.5,,,
9,4.5,4.462247321511711,2.1919808259326774,0.3965629038257854,-0.03875196488558183,6.5,,,
10,5.0,4.954211785679895,2.3917785704501724,0.3744707615959795,-0.04454350281582785,6.5,,,
11,5.5,5.444963367602534,2.5777587316246766,0.3494752381521611,-0.05080311599941163,6.5,,,
12,6.0,5.934380779055073,2.7485395511218917,0.3214139923669588,-0.05756238784295649,6.5,,,
13,6.5,6.422342731812956,2.9027392706075186,0.29012010177051845,-0.06483666514219823,6.5,,,
14,7.0,6.908727937651629,3.038976131747258,0.25542911237291993,-0.07261678625169743,6.5,,,
15,7.5,7.39341510834654,3.155868376206811,0.2171887052575013,-0.08085876816323828,6.5,,,
16,8.0,7.8762829556731315,3.252034245651878,0.17527139211439904,-0.08947190127214666,6.5,,,
17,8.5,8.357210191406848,3.326091981748161,0.12959042081046224,-0.0983064746833512,6.5,,,
18,9.0,8.836075527323139,3.3766598261613603,0.08011862498220892,-0.1071434371772563,6.5,,,
19,9.5,9.312757675197446,3.402356020557177,0.026909242572799672,-0.11568952535897759,6.5,,,
20,10.0,9.787135346805217,3.4017988066013123,-0.029883224299298416,-0.1235823236492737,6.5,,,
21,10.5,10.259087253921898,3.3736064259594665,-0.08998509041756148,-0.13040962062602537,6.5,,,
22,11.0,10.728492108322932,3.3163971202973412,-0.1529923407021429,-0.13574544546500553,6.5,,,
23,11.5,11.195228621783764,3.2287891312806374,-0.21837027973413756,-0.13920088153677457,6.5,,,
24,12.0,11.659175506079844,3.1094007005750557,-0.2854670920582562,-0.14048188349842797,6.5,,,
25,12.5,12.120212140244215,2.9568630524147865,-0.35325139645974013,-0.13493315645120826,6.5,,,
26,13.0,12.578290235554311,2.771214751035515,-0.41531607848679997,-0.11642030657558285,6.5,,,
27,13.5,13.033497674848492,2.5551437971224296,-0.4695977785844627,-0.09932903976943756,6.5,,,
28,14.0,13.485937401225437,2.311631212916764,-0.5165920421235808,-0.08391457100148843,6.5,,,
29,14.5,13.935712357783839,2.043658020659748,-0.5568525094002464,-0.07018705128870745,6.5,,,
30,15.0,14.38292548762238,1.7542052425926136,-0.5909275740991147,-0.058013946193427784,6.5,,,
31,15.5,14.827679733839751,1.4462539009565931,-0.6193218302125281,-0.0471911023020436,6.5,,,
