index,s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lat_deg,lon_deg,elevation_m
0,0.0,0.0,0.0,0.0,0.0,5.5,,,
1,0.5,0.5,0.0,0.0,0.0,5.5,,,
2,1.0,1.0,0.0,0.0,0.0,5.5,,,
3,1.5,1.5,0.0,0.0,0.0,5.5,,,
4,2.0,2.0,0.0,0.0,0.0,5.5,,,
5,2.5,2.5,0.0,0.0,0.0,5.5,,,
6,3.0,3.0,0.0,0.0,0.0,5.5,,,
7,3.5,3.5,0.0,0.0,0.0,5.5,,,
8,4.0,4.0,0.0,0.0,0.0,5.5,,,
9,4.5,4.5,0.0,0.0,0.0,5.5,,,
10,5.0,5.0,0.0,0.0,0.0,5.5,,,
11,5.5,5.5,0.0,0.0,0.0,5.5,,,
12,6.0,6.0,0.0,0.0,0.0,5.5,,,
13,6.5,6.5,0.0,0.0,0.0,5.5,,,
14,7.0,7.0,0.0,0.0,0.0,5.5,,,
15,7.5,7.5,0.0,0.0,0.0,5.5,,,
16,8.0,8.0,0.0,0.0,0.0,5.5,,,
17,8.5,8.5,0.0,0.0,0.0,5.5,,,
18,9.0,9.0,0.0,0.0,0.0,5.5,,,
19,9.5,9.5,0.0,0.0,0.0,5.5,,,
20,10.0,10.0,0.0,0.0,0.0,5.5,,,
21,10.5,10.5,0.0,0.0,0.0,5.5,,,
22,11.0,11.0,0.0,0.0,0.0,5.5,,,
23,11.5,11.5,0.0,0.0,0.0,5.5,,,
24,12.0,12.0,0.0,0.0,0.0,5.5,,,
25,12.5,12.5,0.0,0.0,0.0,5.5,,,
26,13.0,13.0,0.0,0.0,0.0,5.5,,,
27,13.5,13.5,0.0,0.0,0.0,5.5,,,
28,14.0,14.0,0.0,0.0,0.2,5.5,,,
29,14.499791692706784,14.499167083234141,0.024979173609871452,0.10000000000000009,0.2,5.5,,,
30,14.999583385413567,14.993346653975307,0.09966711079379209,0.20000000000000018,0.2,5.5,,,
31,15.499375078120352,15.4776010333067,0.22331755437197032,0.30000000000000027,0.2,5.5,,,
32,15.999166770827136,15.947091711543255,0.3946950299855754,0.40000000000000036,0.2,5.5,,,
33,16.498958463533917,16.397127693021016,0.612087190548138,0.5000000000000004,0.2,5.5,,,
34,16.9987501562407,16.823212366975177,0.8733219254516102,0.6000000000000005,0.2,5.5,,,
35,17.498541848947486,17.22108843618846,1.17578906357756,0.7000000000000006,0.2,5.5,,,
36,17.99833354165427,17.586780454497617,1.5164664532641758,0.8000000000000007,0.2,5.5,,,
37,18.49812523436105,17.91663454813742,1.8919501586466807,0.9000000000000008,0.2,5.5,,,
38,18.997916927067834,18.207354924039485,2.2984884706593056,1.0000000000000009,0.2,5.5,,,
39,19.49770861977462,18.45603680030718,2.7320193928721177,1.100000000000001,0.2,5.5,,,
40,19.997500312481403,18.660195429836133,3.1882112276166374,1.200000000000001,0.2,5.5,,,
41,20.497292005188186,18.817790927085966,3.6625058568770688,1.3000000000000012,0.2,5.5,,,
42,20.99708369789497,18.9272486499423,4.150164285498802,1.4000000000000012,0.2,5.5,,,
43,21.49687539060175,18.987474933020273,4.646313991661493,1.5000000000000013,0.2,5.5,,,
44,21.850783104274782,19.0,5.0,1.5707963267948966,0.0,5.5,,,
45,22.350783104274782,19.0,5.5,1.5707963267948966,0.0,5.5,,,
46,22.850783104274782,19.0,6.0,1.5707963267948966,0.0,5.5,,,
47,23.350783104274782,19.0,6.5,1.5707963267948966,0.0,5.5,,,
48,23.850783104274782,19.0,7.0,1.5707963267948966,0.0,5.5,,,
49,24.350783104274782,19.0,7.5,1.5707963267948966,0.0,5.5,,,
50,24.850783104274782,19.0,8.0,1.5707963267948966,0.0,5.5,,,
51,25.350783104274782,19.0,8.5,1.5707963267948966,0.0,5.5,,,
52,25.850783104274782,19.0,9.0,1.5707963267948966,0.0,5.5,,,
53,26.350783104274782,19.0,9.5,1.5707963267948966,0.0,5.5,,,
54,26.850783104274782,19.0,10.0,1.5707963267948966,0.0,5.5,,,
55,27.350783104274782,19.0,10.5,1.5707963267948966,0.0,5.449770637375485,,,
56,27.850783104274782,19.0,11.0,1.5707963267948966,0.0,5.366563145999495,,,
57,28.350783104274782,19.0,11.5,1.5707963267948966,0.0,5.282045058497703,,,
58,28.850783104274782,19.0,12.0,1.5707963267948966,0.0,5.196152422706632,,,
59,29.350783104274782,19.0,12.5,1.5707963267948966,0.0,5.10881590977792,,,
60,29.850783104274782,19.0,13.0,1.5707963267948966,0.0,5.019960159204453,,,
61,30.350783104274782,19.0,13.5,1.5707963267948966,0.0,4.929503017546495,,,
62,30.850783104274782,19.0,14.0,1.5707963267948966,0.0,4.83735464897913,,,
63,31.350783104274782,19.0,14.5,1.5707963267948966,0.0,4.743416490252569,,,
64,31.850783104274782,19.0,15.0,1.5707963267948966,0.0,4.6475800154489,,,
65,32.35078310427478,19.0,15.5,1.5707963267948966,0.0,4.54972526643093,,,
66,32.85078310427478,19.0,16.0,1.5707963267948966,0.0,4.449719092257398,,,
67,33.35078310427478,19.0,16.5,1.5707963267948966,0.0,4.347413023856832,,,
68,33.85078310427478,19.0,17.0,1.5707963267948966,0.0,4.242640687119285,,,
69,34.35078310427478,19.0,17.5,1.5707963267948966,0.0,4.135214625627067,,,
70,34.85078310427478,19.0,18.0,1.5707963267948966,0.0,4.024922359499621,,,
71,35.35078310427478,19.0,18.5,1.5707963267948966,0.0,3.9115214431215892,,,
72,35.85078310427478,19.0,19.0,1.5707963267948966,0.0,3.794733192202055,,,
73,36.35078310427478,19.0,19.5,1.5707963267948966,0.0,3.6742346141747673,,,
74,36.85078310427478,19.0,20.0,1.5707963267948966,0.0,3.5496478698597698,,,
75,37.35078310427478,19.0,20.5,1.5707963267948966,0.0,3.420526275297414,,,
76,37.85078310427478,19.0,21.0,1.5707963267948966,0.0,3.286335345030997,,,
77,38.35078310427478,19.0,21.5,1.5707963267948966,0.0,3.146426544510455,,,
78,38.85078310427478,19.0,22.0,1.5707963267948966,0.0,3.0,,,
79,39.35078310427478,19.0,22.5,1.5707963267948966,0.0,2.8460498941515415,,,
80,39.85078310427478,19.0,23.0,1.5707963267948966,0.0,2.6832815729997477,,,
81,40.35078310427478,19.0,23.5,1.5707963267948966,0.0,2.5099800796022267,,,
82,40.85078310427478,19.0,24.0,1.5707963267948966,0.0,2.32379000772445,,,
83,41.35078310427478,19.0,24.5,1.5707963267948966,0.0,2.1213203435596424,,,
84,41.85078310427478,19.0,25.0,1.5707963267948966,0.0,1.8973665961010275,,,
85,42.35078310427478,19.0,25.5,1.5707963267948966,0.0,1.6431676725154984,,,
86,42.85078310427478,19.0,26.0,1.5707963267948966,0.0,1.3416407864998738,,,
87,43.35078310427478,19.0,26.5,1.5707963267948966,0.0,0.9486832980505138,,,
88,43.85078310427478,19.0,27.0,1.5707963267948966,0.0,0.0,,,
