route_cn,algo_cn,completion_time_s,mean_abs_steer_rate_radps,max_abs_steer_rate_radps,steer_rate_above_config_fraction,steer_saturation_fraction
双移线,PP,13.599999999999968,0.15683229949463917,0.629653777708982,0.0,0.0
双移线,运动学 LQR,13.899999999999967,4.365639183204092,12.21730476396035,0.6258992805755396,0.19285714285714287
双移线,MPC,13.599999999999968,0.521809924279968,2.3216920582798046,0.27205882352941174,0.0
直角弯,PP,11.299999999999976,0.07666888676797852,0.7659151163757895,0.0,0.0
直角弯,运动学 LQR,11.399999999999975,0.6267714722509349,6.108652381980175,0.2807017543859649,0.034782608695652174
直角弯,MPC,11.399999999999975,0.13262428040009172,2.1044177698876227,0.043859649122807015,0.008695652173913044
S 弯,PP,14.599999999999964,0.2917766142615937,9.67448726870826,0.02054794520547945,0.0
S 弯,运动学 LQR,14.899999999999963,1.457566336774316,9.37662172635034,0.40268456375838924,0.04
S 弯,MPC,14.599999999999964,0.44804835497296425,2.813683412710137,0.19863013698630136,0.006802721088435374
