route_cn,algo_cn,reached_goal,mean_lateral_error_m,max_lateral_error_m,max_steer_rad,max_normal_acceleration_mps2,max_yaw_rate_radps,mean_abs_steer_rate_radps
综合路线,动力学 LQR,True,0.07055074664838111,0.15181336859468758,0.3344148970454609,7.052606288286485,0.9584883636792885,0.1295674886434593
S 弯,动力学 LQR,True,0.09220003230149765,0.21483650729729312,0.5597781945502704,11.329722957215907,1.5542076266711122,0.2322735320495278
