route_cn,algo_cn,reached_goal,mean_lateral_error_m,max_lateral_error_m,max_steer_rad,max_normal_acceleration_mps2,max_yaw_rate_radps
双移线,PP,True,0.3143249041760758,0.9447312773819638,0.3354998385099982,9.206475260152974,0.9427535423433672
双移线,运动学 LQR,True,0.19036415988894992,0.6584478646570556,0.6108652381980153,9.21386206744372,1.8484613047580536
双移线,MPC,True,0.18488103199979605,0.5035790431394921,0.4787063465986641,8.765577989555567,1.365897699141913
直角弯,PP,True,0.1351843538920344,1.1064153256761737,0.423803179562259,5.970328147876334,0.9567319587941906
直角弯,运动学 LQR,True,0.09889055101768383,0.718553466739319,0.6108652381980153,5.979066202180069,1.4417997396513034
直角弯,MPC,True,0.06674999505984196,0.4881066065295979,0.6108652381980153,5.535913833001718,1.3615011542921407
S 弯,PP,True,0.33315855092368635,1.1710314990343145,0.5870630891023823,11.185744866420466,0.9468405521636557
S 弯,运动学 LQR,True,0.21636706292096217,0.5469033571546135,0.6108652381980153,11.187748146984486,1.7176899630197842
S 弯,MPC,True,0.1847729614458767,0.4891206260919289,0.6108652381980153,10.327122401179953,1.6279582706405318
