index,s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lat_deg,lon_deg,elevation_m
38,19.0,16.818227454012572,7.207407182581337,0.08613602298708603,-0.10569232885090857,7.0,,,
39,19.5,17.353324547296708,7.238339106103482,0.02926033469770184,-0.10667216865236571,7.0,,,
40,20.0,17.887361417436686,7.238669636093733,-0.028199307128727633,-0.1086591127434009,7.0,,,
41,20.5,18.41779881441089,7.208235366912787,-0.08669367087476863,-0.11167500985693023,7.0,,,
42,21.0,18.9420974881977,7.146872892921333,-0.1466783398316116,-0.11573911279133907,7.0,,,
43,21.5,19.457718188775495,7.054418808480069,-0.20861084323104517,-0.12085996566165631,7.0,,,
44,22.0,19.962121666122655,6.930709707949683,-0.2729444758409488,-0.12702273295329558,7.0,,,
45,22.5,20.452768670217573,6.775582185690872,-0.34011733556654417,-0.13417113884899506,7.0,,,
46,23.0,20.927119951038627,6.5888728360643265,-0.4105349849608591,-0.14218373409501148,7.0,,,
47,23.5,21.38263625856419,6.370418253430742,-0.4845452809488254,-0.15084565420946616,7.0,,,
48,24.0,21.81677834277266,6.120055032150814,-0.5624045859601542,-0.15981976795573752,7.0,,,
49,24.5,22.22714288757769,5.83771019336101,-0.642580617097859,-0.1565537116798933,7.0,,,
50,25.0,22.613712252200525,5.524897771224895,-0.7168360551364544,-0.1416700428329815,7.0,,,
51,25.5,22.978503628454433,5.184485423268457,-0.7834845231451826,-0.12530513844606697,7.0,,,
52,26.0,23.323599416506873,4.819384185304432,-0.8422321978417735,-0.10857196093218287,7.0,,,
53,26.5,23.651082016525294,4.43250509314555,-0.8930935373244808,-0.09222859485261922,7.0,,,
54,27.0,23.96303382867714,4.026759182604546,-0.9362799727818102,-0.07670148522730097,7.0,,,
55,27.5,24.261537253129884,3.6050574894941505,-0.972104222387816,-0.06215619812315999,7.0,,,
56,28.0,24.54867469005097,3.170311049627097,-1.0009072422660075,-0.048575414243100246,7.0,,,
57,28.5,24.82652853960785,2.7254308988161173,-1.0230069249116152,-0.03582395889958927,7.0,,,
58,29.0,25.09718120196797,2.2733280728739444,-1.0386641878292044,-0.023695070511700025,7.0,,,
59,29.5,25.3627150772988,1.8169136076133106,-1.0480614539088688,-0.011939502979127109,7.0,,,
60,30.0,25.62521256576779,1.3590985388469485,-1.0512892536775569,-0.00028170679446234986,7.0,,,
61,30.5,25.886756067542382,0.9027939023875903,-1.04833788739914,0.011572302447652949,7.0,,,
62,31.0,26.149427982790044,0.4509107340479692,-1.0390923768003713,0.023931056997811794,7.0,,,
63,31.5,26.415310711678213,0.006360069640816146,-1.023330232604343,0.03711341776084648,7.0,,,
64,32.0,26.68648665437436,-0.42794705502113417,-1.0007229560516,0.051439013946431196,7.0,,,
65,32.5,26.965038211045922,-0.8490996041251506,-0.9708438425298862,0.06720675344081821,7.0,,,
66,33.0,27.253047781860367,-1.2541865418585014,-0.9331867018758219,0.08465257312297124,7.0,,,
67,33.5,27.552597766985144,-1.6402968324084513,-0.8872025052086888,0.1038758182404546,7.0,,,
68,34.0,27.865770566587695,-2.004519439962271,-0.8323631608674654,0.12472536547389751,7.0,,,
69,34.5,28.19464858083549,-2.343943328707227,-0.7682620386130656,0.14664789139582146,7.0,,,
