route,algo,reached_goal,mean_lateral_error_m,max_lateral_error_m,max_steer_rad,max_beta_rad,max_yaw_rate_radps,J_delta,steps,finish_error_m,mean_heading_error_rad,max_normal_acceleration_mps2,run_dir
double_lane_change,pp,True,0.3143249041760758,0.9447312773819638,0.3354998385099982,0.17260599544187136,0.9427535423433672,0.15683229949463917,137,0.979725223587145,0.08622240076144762,9.206475260152974,20260917_164712_pp_double_lane_change_medium
double_lane_change,lqr_kinematic,True,0.1903641598889501,0.6584478646570573,0.6108652381980153,0.33676726103229854,1.8484613047580536,4.365639183204101,140,0.9224760129619359,0.05335323719962558,9.21386206744372,20260917_164732_lqr_kinematic_double_lane_change_medium
double_lane_change,mpc,True,0.18488103199979586,0.5035790431394918,0.4787063465986615,0.2538845163265261,1.365897699141904,0.521809924279962,137,0.07828722314010907,0.058827007340693016,8.765577989555558,20260917_165347_mpc_double_lane_change_medium
right_angle,pp,True,0.1351843538920344,1.1064153256761737,0.423803179562259,0.22185784539965442,0.9567319587941906,0.07666888676797852,114,0.934053876446814,0.04301346773597039,5.970328147876334,20260917_165439_pp_right_angle_medium
right_angle,lqr_kinematic,True,0.09889055101768383,0.718553466739319,0.6108652381980153,0.33676726103229854,1.4417997396513034,0.6267714722509358,115,0.897993521305021,0.025991457434620745,5.979066202180069,20260917_165453_lqr_kinematic_right_angle_medium
right_angle,mpc,True,0.06674999505983871,0.4881066065295515,0.6108652381980153,0.33676726103229854,1.3615011542921458,0.1326242804001012,115,0.04113629867349732,0.029837221153523313,5.535913833001718,20260917_165521_mpc_right_angle_medium
s_curve,pp,True,0.33315855092368624,1.171031499034314,0.5870630891023877,0.3211401279805172,0.9468405521636557,0.29177661426159457,147,0.8971423039036028,0.0964876573289454,11.185744866420466,20260917_165553_pp_s_curve_medium
s_curve,lqr_kinematic,True,0.21636706292096222,0.5469033571546142,0.6108652381980153,0.33676726103229854,1.7176899630197842,1.4575663367743235,150,0.8428630050530167,0.05155927397897984,11.187748146984486,20260917_165608_lqr_kinematic_s_curve_medium
s_curve,mpc,True,0.184772961445878,0.4891206260919351,0.6108652381980153,0.33676726103229854,1.6279582706405278,0.4480483549729664,147,0.047334066242137866,0.06414263633355897,10.327122401179944,20260917_165633_mpc_s_curve_medium
