speed_mode,target_speed_mps,mean_actual_speed_mps,theory_curvature_1pm,mean_curvature_1pm,mean_steer_rad,theory_steer_rad,steer_error_pct,mean_yaw_rate_radps,theory_yaw_target_radps,yaw_target_error_pct,theory_yaw_actual_radps,yaw_actual_error_pct,mean_normal_accel_mps2,theory_accel_target_mps2,accel_target_error_pct,theory_accel_actual_mps2,accel_actual_error_pct,mean_lateral_error_m,max_abs_lateral_error_m,std_lateral_error_m,max_abs_beta_rad,mean_steer_rate_radps,steady_samples
low,3.0,3.018557119121508,0.08333333333333333,0.08333333333333333,0.2096542884321028,0.20539538918976738,2.0735125842579465,0.25554177132780487,0.25,2.216708531121947,0.251546426593459,1.5883130555470055,0.7593368408661553,0.75,1.2449121154873697,0.7593368408661553,0.0,0.21878585001664483,0.22604320668478123,0.004900252674579541,0.13696931208471608,0.7728061500295813,199
medium,5.0,4.89275000059486,0.08333333333333333,0.08333333333333333,0.21068280453491978,0.20539538918976738,2.574261947169265,0.41616099393865164,0.41666666666666663,0.12136145472359862,0.40772916671623827,2.067997070290915,1.9949399307980533,2.083333333333333,4.2428833216934265,1.9949399307980533,0.0,0.2520339578938412,0.2541156022168086,0.000645072121622068,0.10676138709408418,0.0005587319800634764,122
high,7.0,6.935214075168722,0.08333333333333333,0.08333333333333333,0.21011949833807586,0.20539538918976738,2.3000073988729204,0.5899861408580994,0.5833333333333333,1.140481289959913,0.5779345062640601,2.08529417493077,4.008490265229029,4.083333333333333,1.8328914637788727,4.008490265229029,0.0,0.30011543931563256,0.34676389117976536,0.015464837589252942,0.16282278576424486,1.2450869606500243,88
